,berry_x,observation_date,main_tree_type,year,week_number,monthday,lat_x,lon_x,temp,dew,humidity,pressure,cloudcover,solarradiation,solarenergy,uvindex,county,wd_pro_limit,wood_qualty,city_name,region,altitude,berry_x_num,main_tree_type_num,forest_development_class_num
662,bilberry,2019-07-23,pine,2019,30,723,64.82231765570197,28.89619342969269,18.1,9.5,62.4,1016.1,9.6,187.6,16.4,6.0,18.0,3.0,2.0,Suomussalmi,Northern Finland Regional State Administrative Agency,206.10208129882807,1,1,1
663,lingonberry,2019-08-11,pine,2019,32,811,64.82231765570197,28.89619342969269,12.8,8.0,73.8,1013.9,60.0,None,None,None,18.0,3.0,2.0,Suomussalmi,Northern Finland Regional State Administrative Agency,206.10208129882807,3,1,1
664,bilberry,2020-07-28,pine,2020,31,728,64.82231765570197,28.89619342969269,17.8,11.9,71.4,1015.7,17.5,None,None,None,18.0,3.0,2.0,Suomussalmi,Northern Finland Regional State Administrative Agency,206.10208129882807,1,1,1
665,lingonberry,2020-08-23,pine,2020,34,823,64.82231765570197,28.89619342969269,15.7,14.1,90.8,997.8,70.8,None,None,None,18.0,3.0,2.0,Suomussalmi,Northern Finland Regional State Administrative Agency,206.10208129882807,3,1,1
666,bilberry,2022-08-16,spruce,2022,33,816,66.06774283829691,24.3483826619598,18.8,15.4,81.4,1015.7,30.5,None,None,None,19.0,2.909090909090909,2.5,Tornio,Lapland,55.71503829956055,1,2,1
667,cloudberry,2022-07-18,pine,2022,29,718,66.06774283829691,24.3483826619598,14.5,9.6,74.0,1009.8,83.9,None,None,None,19.0,2.909090909090909,2.5,Tornio,Lapland,55.71503829956055,2,1,3
668,bilberry,2021-08-06,spruce,2021,31,806,66.06774283829691,24.3483826619598,16.8,9.7,65.1,1017.3,10.1,None,None,None,19.0,2.909090909090909,2.5,Tornio,Lapland,55.71503829956055,1,2,1
669,cloudberry,2021-07-16,pine,2021,28,716,66.06774283829691,24.3483826619598,17.4,7.3,52.5,1011.3,12.3,None,None,None,19.0,2.909090909090909,2.5,Tornio,Lapland,55.71503829956055,2,1,3
670,bilberry,2019-08-07,spruce,2019,32,807,66.06774283829691,24.3483826619598,10.7,7.0,79.1,1007.1,89.0,None,None,None,19.0,2.909090909090909,2.5,Tornio,Lapland,55.71503829956055,1,2,1
671,bilberry,2020-08-03,spruce,2020,32,803,66.06774283829691,24.3483826619598,13.9,9.3,76.7,1005.0,5.4,None,None,None,19.0,2.909090909090909,2.5,Tornio,Lapland,55.71503829956055,1,2,3
672,cloudberry,2020-07-27,pine,2020,31,727,66.06774283829691,24.3483826619598,16.8,12.5,77.9,1017.8,37.3,261.0,22.7,7.0,19.0,2.909090909090909,2.5,Tornio,Lapland,55.71503829956055,2,1,3
673,bilberry,2022-07-30,pine,2022,30,730,60.86993987273163,24.974238660460337,14.4,11.1,81.1,1017.8,61.6,237.3,15.4,9.0,6.419354838709677,3.0,1.5789473684210529,Riihimaki sub-region,Southern Finland Province,140.28538513183594,1,1,3
674,lingonberry,2022-08-18,pine,2022,33,818,60.86993987273163,24.974238660460337,21.5,17.7,80.6,1017.2,58.7,208.1,11.3,6.0,6.419354838709677,3.0,1.5789473684210529,Riihimaki sub-region,Southern Finland Province,140.28538513183594,3,1,3
675,bilberry,2021-07-25,pine,2021,29,725,60.86993987273163,24.974238660460337,20.0,10.6,57.9,1017.5,7.9,235.3,20.3,7.0,6.419354838709677,3.0,1.5789473684210529,Riihimaki sub-region,Southern Finland Province,140.28538513183594,1,1,3
676,lingonberry,2021-08-13,pine,2021,32,813,60.86993987273163,24.974238660460337,17.0,13.2,80.4,1014.3,14.8,246.7,16.6,7.0,6.419354838709677,3.0,1.5789473684210529,Riihimaki sub-region,Southern Finland Province,140.28538513183594,3,1,3
677,bilberry,2020-07-26,pine,2020,30,726,60.86993987273163,24.974238660460337,15.9,10.7,75.4,1015.3,21.9,271.2,23.1,8.0,6.419354838709677,3.0,1.5789473684210529,Riihimaki sub-region,Southern Finland Province,140.28538513183594,1,1,3
678,lingonberry,2020-08-02,pine,2020,31,802,60.86993987273163,24.974238660460337,15.6,12.8,85.0,1010.7,66.0,233.9,15.3,7.0,6.419354838709677,3.0,1.5789473684210529,Riihimaki sub-region,Southern Finland Province,140.28538513183594,3,1,3
679,bilberry,2022-07-25,spruce,2022,30,725,60.39162829965233,23.55170808018886,17.8,12.8,75.0,1010.9,31.1,243.6,15.8,6.0,2.0,2.5,1.9615384615384608,Salo sub-region,Western Finland Province,44.63120269775391,1,2,1
680,bilberry,2022-07-19,spruce,2022,29,719,61.87354523693531,22.053058599542886,14.6,9.6,74.8,1014.5,35.1,None,None,None,4.0,3.0,2.090909090909091,Siikainen,Western Finland Province,86.18766021728516,1,2,1
681,lingonberry,2022-08-13,pine,2022,32,813,61.87354523693531,22.053058599542886,16.5,9.5,67.6,1022.5,15.6,None,None,None,4.0,3.0,2.090909090909091,Siikainen,Western Finland Province,86.18766021728516,3,1,1
682,bilberry,2021-07-17,spruce,2021,28,717,61.87354523693531,22.053058599542886,18.7,11.1,64.4,1014.9,3.4,None,None,None,4.0,3.0,2.090909090909091,Siikainen,Western Finland Province,86.18766021728516,1,2,1
683,lingonberry,2021-08-29,pine,2021,34,829,61.87354523693531,22.053058599542886,15.2,11.0,78.1,1021.1,13.1,None,None,None,4.0,3.0,2.090909090909091,Siikainen,Western Finland Province,86.18766021728516,3,1,1
684,bilberry,2020-07-25,spruce,2020,30,725,61.87354523693531,22.053058599542886,13.1,10.7,86.3,1004.2,67.8,None,None,None,4.0,3.0,2.090909090909091,Siikainen,Western Finland Province,86.18766021728516,1,2,1
685,lingonberry,2020-09-02,pine,2020,36,902,61.87354523693531,22.053058599542886,12.2,6.4,71.5,1025.6,4.5,None,None,None,4.0,3.0,2.090909090909091,Siikainen,Western Finland Province,86.18766021728516,3,1,1
686,bilberry,2022-07-24,pine,2022,29,724,64.26322799288499,30.096842705717464,16.0,10.5,73.0,1010.0,30.5,None,None,None,18.0,2.925925925925926,1.7727272727272727,Kalliojoki,Northern Finland Regional State Administrative Agency,189.59689331054688,1,1,3
687,lingonberry,2022-08-14,pine,2022,32,814,64.26322799288499,30.096842705717464,17.0,11.8,73.1,1019.7,40.9,None,None,None,18.0,2.925925925925926,1.7727272727272727,Kalliojoki,Northern Finland Regional State Administrative Agency,189.59689331054688,3,1,1
688,bilberry,2021-07-11,pine,2021,27,711,64.26322799288499,30.096842705717464,24.4,16.2,63.5,1015.5,49.2,276.7,23.8,7.0,18.0,2.925925925925926,1.7727272727272727,Kalliojoki,Northern Finland Regional State Administrative Agency,189.59689331054688,1,1,3
689,lingonberry,2021-08-21,pine,2021,33,821,64.26322799288499,30.096842705717464,13.5,11.3,87.1,1008.2,93.3,None,None,None,18.0,2.925925925925926,1.7727272727272727,Kalliojoki,Northern Finland Regional State Administrative Agency,189.59689331054688,3,1,4
690,bilberry,2019-07-20,pine,2019,29,720,64.26322799288499,30.096842705717464,16.4,9.0,63.9,1013.9,32.1,289.5,24.8,7.0,18.0,2.925925925925926,1.7727272727272727,Kalliojoki,Northern Finland Regional State Administrative Agency,189.59689331054688,1,1,1
691,lingonberry,2019-09-01,pine,2019,35,901,64.26322799288499,30.096842705717464,17.0,13.4,80.8,1015.6,47.1,158.4,13.6,5.0,18.0,2.925925925925926,1.7727272727272727,Kalliojoki,Northern Finland Regional State Administrative Agency,189.59689331054688,3,1,3
692,bilberry,2020-07-18,pine,2020,29,718,64.26322799288499,30.096842705717464,19.3,11.9,65.1,1014.9,23.8,232.9,20.1,6.0,18.0,2.925925925925926,1.7727272727272727,Kalliojoki,Northern Finland Regional State Administrative Agency,189.59689331054688,1,1,4
693,lingonberry,2020-08-30,pine,2020,35,830,64.26322799288499,30.096842705717464,9.5,6.9,86.0,1010.7,37.1,149.4,12.9,5.0,18.0,2.925925925925926,1.7727272727272727,Kalliojoki,Northern Finland Regional State Administrative Agency,189.59689331054688,3,1,4
694,bilberry,2022-08-13,pine,2022,32,813,64.00605621588757,29.454399062118203,13.4,8.3,74.1,1022.3,36.7,None,None,None,18.0,3.0,2.333333333333333,Vepsa,Northern Finland Regional State Administrative Agency,181.3789520263672,1,1,3
695,lingonberry,2022-09-03,pine,2022,35,903,64.00605621588757,29.454399062118203,7.1,5.8,91.6,1017.9,92.5,None,None,None,18.0,3.0,2.333333333333333,Vepsa,Northern Finland Regional State Administrative Agency,181.3789520263672,3,1,3
696,bilberry,2021-07-29,pine,2021,30,729,64.00605621588757,29.454399062118203,17.2,14.1,82.2,1000.2,55.0,None,None,None,18.0,3.0,2.333333333333333,Vepsa,Northern Finland Regional State Administrative Agency,181.3789520263672,1,1,3
697,lingonberry,2021-09-18,pine,2021,37,918,64.00605621588757,29.454399062118203,5.3,2.9,85.0,1030.7,92.0,None,None,None,18.0,3.0,2.333333333333333,Vepsa,Northern Finland Regional State Administrative Agency,181.3789520263672,3,1,3
698,bilberry,2019-08-10,pine,2019,32,810,64.00605621588757,29.454399062118203,13.0,7.8,72.2,1014.8,79.7,None,None,None,18.0,3.0,2.333333333333333,Vepsa,Northern Finland Regional State Administrative Agency,181.3789520263672,1,1,4
699,lingonberry,2019-08-10,pine,2019,32,810,64.00605621588757,29.454399062118203,13.0,7.8,72.2,1014.8,79.7,None,None,None,18.0,3.0,2.333333333333333,Vepsa,Northern Finland Regional State Administrative Agency,181.3789520263672,3,1,4
700,bilberry,2020-07-31,pine,2020,31,731,64.00605621588757,29.454399062118203,13.0,8.7,75.7,1010.3,80.2,None,None,None,18.0,3.0,2.333333333333333,Vepsa,Northern Finland Regional State Administrative Agency,181.3789520263672,1,1,3
701,lingonberry,2020-08-11,pine,2020,33,811,64.00605621588757,29.454399062118203,12.2,7.8,75.3,1024.5,93.5,None,None,None,18.0,3.0,2.333333333333333,Vepsa,Northern Finland Regional State Administrative Agency,181.3789520263672,3,1,3
702,bilberry,2022-07-22,spruce,2022,29,722,63.0383434930796,27.593074692532845,22.1,16.1,69.6,1012.3,19.0,None,None,None,11.0,3.0,2.2666666666666666,Siilinjarvi,Regional State Administrative Agency for Eastern Finland,99.4834213256836,1,2,4
703,lingonberry,2022-08-26,pine,2022,34,826,63.0383434930796,27.593074692532845,16.1,11.3,76.4,1023.6,11.0,None,None,None,11.0,3.0,2.2666666666666666,Siilinjarvi,Regional State Administrative Agency for Eastern Finland,99.4834213256836,3,1,4
704,bilberry,2021-09-01,spruce,2021,35,901,63.0383434930796,27.593074692532845,10.5,6.3,76.2,1008.9,50.7,None,None,None,11.0,3.0,2.2666666666666666,Siilinjarvi,Regional State Administrative Agency for Eastern Finland,99.4834213256836,1,2,3
705,lingonberry,2021-08-28,pine,2021,34,828,63.0383434930796,27.593074692532845,12.7,9.2,80.6,1025.7,6.3,None,None,None,11.0,3.0,2.2666666666666666,Siilinjarvi,Regional State Administrative Agency for Eastern Finland,99.4834213256836,3,1,4
706,bilberry,2020-07-29,pine,2020,31,729,63.0383434930796,27.593074692532845,17.6,15.4,87.1,1004.8,81.7,None,None,None,11.0,3.0,2.2666666666666666,Siilinjarvi,Regional State Administrative Agency for Eastern Finland,99.4834213256836,1,1,3
707,bilberry,2022-08-03,birch,2022,31,803,63.75529738665462,27.810740884660145,13.9,10.1,78.9,1013.5,77.9,None,None,None,11.0,2.95,1.75,Sonkajarvi,Regional State Administrative Agency for Eastern Finland,174.88482666015625,1,3,1
708,lingonberry,2022-08-26,spruce,2022,34,826,63.75529738665462,27.810740884660145,15.2,10.0,73.6,1024.1,2.0,None,None,None,11.0,2.95,1.75,Sonkajarvi,Regional State Administrative Agency for Eastern Finland,174.88482666015625,3,2,4
709,bilberry,2021-07-01,birch,2021,26,701,63.75529738665462,27.810740884660145,15.4,8.7,65.3,1018.3,32.6,240.9,20.8,6.0,11.0,2.95,1.75,Sonkajarvi,Regional State Administrative Agency for Eastern Finland,174.88482666015625,1,3,4
710,lingonberry,2021-08-31,spruce,2021,35,831,63.75529738665462,27.810740884660145,12.3,8.2,77.2,1015.7,64.3,None,None,None,11.0,2.95,1.75,Sonkajarvi,Regional State Administrative Agency for Eastern Finland,174.88482666015625,3,2,4
711,bilberry,2022-08-07,pine,2022,31,807,62.42983564954441,22.543331909585323,12.7,8.7,78.1,1014.5,38.9,268.4,16.6,8.0,14.0,3.0,2.0,Suupohja sub-region,Western Finland Province,83.54692840576172,1,1,3
712,lingonberry,2022-09-06,pine,2022,36,906,62.42983564954441,22.543331909585323,8.5,5.5,83.3,1022.1,29.5,143.6,7.7,3.0,14.0,3.0,2.0,Suupohja sub-region,Western Finland Province,83.54692840576172,3,1,3
713,bilberry,2022-07-27,spruce,2022,30,727,65.82074740991797,27.43761533629276,17.3,14.4,84.5,999.2,79.7,None,None,None,17.0,2.611111111111111,2.6153846153846154,Pudasjarvi,Northern Finland Regional State Administrative Agency,214.3863067626953,1,2,1
714,lingonberry,2022-09-03,spruce,2022,35,903,65.82074740991797,27.43761533629276,7.5,4.5,82.0,1021.9,91.8,None,None,None,17.0,2.611111111111111,2.6153846153846154,Pudasjarvi,Northern Finland Regional State Administrative Agency,214.3863067626953,3,2,3
715,bilberry,2021-08-07,pine,2021,31,807,65.82074740991797,27.43761533629276,15.8,7.3,62.2,1019.1,0.0,267.7,23.2,7.0,17.0,2.611111111111111,2.6153846153846154,Pudasjarvi,Northern Finland Regional State Administrative Agency,214.3863067626953,1,1,3
716,lingonberry,2021-09-27,spruce,2021,39,927,65.82074740991797,27.43761533629276,6.9,5.0,88.6,1028.0,27.1,None,None,None,17.0,2.611111111111111,2.6153846153846154,Pudasjarvi,Northern Finland Regional State Administrative Agency,214.3863067626953,3,2,3
717,bilberry,2022-07-18,pine,2022,29,718,65.01010215557945,25.939274557336454,14.4,11.6,84.0,1010.9,87.7,139.1,10.0,3.0,17.0,3.0,2.117647058823529,Oulu,Northern Finland Regional State Administrative Agency,73.43083953857422,1,1,3
718,lingonberry,2022-08-13,pine,2022,32,813,63.47131485992064,29.207660238907867,13.1,8.1,75.3,1023.1,35.6,None,None,None,12.0,2.9615384615384617,2.111111111111111,Pielinen,Regional State Administrative Agency for Eastern Finland,176.2003631591797,3,1,1
719,lingonberry,2022-08-23,pine,2022,34,823,62.31296877460265,28.543343294831256,17.4,15.6,89.8,1023.6,70.2,220.8,12.6,6.0,12.0,3.0,1.8571428571428568,Heinavesi,Regional State Administrative Agency for Eastern Finland,102.98182678222656,3,1,3
720,lingonberry,2021-08-20,pine,2021,33,820,62.31296877460265,28.543343294831256,14.9,11.8,82.2,1001.4,73.0,80.9,6.9,4.0,12.0,3.0,1.8571428571428568,Heinavesi,Regional State Administrative Agency for Eastern Finland,102.98182678222656,3,1,1
721,lingonberry,2022-08-20,pine,2022,33,820,60.30200278620562,23.5611665253699,23.0,15.7,63.9,1017.4,32.4,62.1,3.6,2.0,2.0,2.8181818181818183,2.235294117647059,Salo sub-region,Western Finland Province,34.29974365234375,3,1,3
722,lingonberry,2022-08-27,pine,2022,34,827,63.34805792867195,23.202030299404843,15.8,13.3,85.8,1016.4,83.7,140.5,7.6,5.0,14.04,2.96,2.0,Seinajoki sub-region,Western Finland Province,43.8457145690918,3,1,1
723,lingonberry,2022-08-26,pine,2022,34,826,60.60786637138853,25.538754896012925,15.8,13.0,83.2,1023.1,87.9,65.9,3.7,2.0,1.206896551724138,2.9655172413793105,2.0526315789473686,Pukkila,Southern Finland Province,62.81284332275391,3,1,1
724,lingonberry,2022-08-30,pine,2022,35,830,65.19316906576103,27.21363014785501,7.7,3.3,75.1,1025.2,72.3,None,None,None,17.0,2.7333333333333334,1.8333333333333333,Pudasjarvi,Northern Finland Regional State Administrative Agency,152.8636474609375,3,1,1
725,lingonberry,2022-09-04,pine,2022,35,904,64.17782620722484,29.881374025512024,7.1,3.8,80.4,1024.6,85.4,None,None,None,18.0,2.8181818181818183,2.3529411764705883,Nieminen,Northern Finland Regional State Administrative Agency,186.15658569335935,3,1,3
726,lingonberry,2022-08-28,pine,2022,34,828,65.6363569009751,28.30353967080252,13.9,9.1,75.7,1013.1,50.5,None,None,None,17.0,2.193548387096774,2.0526315789473686,Taivalkoski,Northern Finland Regional State Administrative Agency,252.76788330078125,3,1,1
727,cloudberry,2022-07-22,pine,2022,29,722,65.6363569009751,28.30353967080252,19.5,13.8,70.4,1010.2,62.0,None,None,None,17.0,2.193548387096774,2.0526315789473686,Taivalkoski,Northern Finland Regional State Administrative Agency,252.76788330078125,2,1,2
728,lingonberry,2021-09-02,pine,2021,35,902,65.6363569009751,28.30353967080252,6.0,2.7,80.5,1005.1,78.4,None,None,None,17.0,2.193548387096774,2.0526315789473686,Taivalkoski,Northern Finland Regional State Administrative Agency,252.76788330078125,3,1,1
729,cloudberry,2021-07-19,pine,2021,29,719,65.6363569009751,28.30353967080252,13.2,7.1,68.1,1000.9,55.4,None,None,None,17.0,2.193548387096774,2.0526315789473686,Taivalkoski,Northern Finland Regional State Administrative Agency,252.76788330078125,2,1,2
730,lingonberry,2019-09-24,pine,2019,39,924,65.6363569009751,28.30353967080252,0.2,-3.4,78.0,1017.7,59.2,None,None,None,17.0,2.193548387096774,2.0526315789473686,Taivalkoski,Northern Finland Regional State Administrative Agency,252.76788330078125,3,1,1
731,cloudberry,2019-08-01,pine,2019,31,801,65.6363569009751,28.30353967080252,10.4,6.4,78.0,1014.9,71.9,None,None,None,17.0,2.193548387096774,2.0526315789473686,Taivalkoski,Northern Finland Regional State Administrative Agency,252.76788330078125,2,1,2
732,lingonberry,2020-09-15,pine,2020,38,915,65.6363569009751,28.30353967080252,7.3,4.7,84.5,1015.4,81.6,None,None,None,17.0,2.193548387096774,2.0526315789473686,Taivalkoski,Northern Finland Regional State Administrative Agency,252.76788330078125,3,1,1
733,cloudberry,2020-07-21,pine,2020,30,721,65.6363569009751,28.30353967080252,18.7,15.3,82.7,1006.5,62.7,None,None,None,17.0,2.193548387096774,2.0526315789473686,Taivalkoski,Northern Finland Regional State Administrative Agency,252.76788330078125,2,1,2
734,lingonberry,2022-09-10,pine,2022,36,910,66.06379129310277,24.12774113074009,8.0,6.7,92.1,1017.6,71.6,None,None,None,19.0,2.967741935483871,2.3703703703703702,Tornio,Lapland,47.884891510009766,3,1,4
735,lingonberry,2021-09-04,pine,2021,35,904,66.06379129310277,24.12774113074009,6.1,0.5,69.5,1016.0,23.9,None,None,None,19.0,2.967741935483871,2.3703703703703702,Tornio,Lapland,47.884891510009766,3,1,4
736,lingonberry,2019-09-24,pine,2019,39,924,66.06379129310277,24.12774113074009,1.3,-2.0,81.2,1018.9,23.4,None,None,None,19.0,2.967741935483871,2.3703703703703702,Tornio,Lapland,47.884891510009766,3,1,4
737,lingonberry,2020-10-11,pine,2020,41,1011,66.06379129310277,24.12774113074009,7.5,7.4,99.1,1015.1,95.4,None,None,None,19.0,2.967741935483871,2.3703703703703702,Tornio,Lapland,47.884891510009766,3,1,4
738,lingonberry,2022-09-20,spruce,2022,38,920,62.17850910902525,23.15743069734256,7.3,5.4,88.1,1012.1,93.4,None,None,None,6.0,2.857142857142857,1.8695652173913044,Kihnio,Western Finland Province,121.51628112792967,3,2,3
739,lingonberry,2021-09-07,spruce,2021,36,907,62.17850910902525,23.15743069734256,11.0,9.1,88.4,1014.5,71.6,None,None,None,6.0,2.857142857142857,1.8695652173913044,Kihnio,Western Finland Province,121.51628112792967,3,2,3
740,lingonberry,2022-09-08,pine,2022,36,908,65.09981379678213,25.93570113903425,6.8,3.1,78.2,1026.0,78.2,178.6,8.8,6.0,17.0,3.0,2.0454545454545454,Oulu,Northern Finland Regional State Administrative Agency,77.86268615722656,3,1,4
741,bilberry,2021-10-12,spruce,2021,41,1012,65.09981379678213,25.93570113903425,6.4,5.1,91.4,1002.5,92.2,48.5,1.9,1.0,17.0,3.0,2.0454545454545454,Oulu,Northern Finland Regional State Administrative Agency,77.86268615722656,1,2,3
742,lingonberry,2021-10-12,pine,2021,41,1012,65.09981379678213,25.93570113903425,6.4,5.1,91.4,1002.5,92.2,48.5,1.9,1.0,17.0,3.0,2.0454545454545454,Oulu,Northern Finland Regional State Administrative Agency,77.86268615722656,3,1,3
743,cloudberry,2022-07-17,pine,2022,28,717,66.00064838878508,27.22035772162688,13.8,11.0,84.7,1006.5,52.3,None,None,None,19.0,2.571428571428572,2.4285714285714284,Ranua,Lapland,214.678955078125,2,1,2
744,cloudberry,2021-07-15,open,2021,28,715,66.00064838878508,27.22035772162688,18.7,13.7,73.9,1010.7,54.0,None,None,None,19.0,2.571428571428572,2.4285714285714284,Ranua,Lapland,214.678955078125,2,6,2
745,cloudberry,2020-07-17,pine,2020,29,717,66.00064838878508,27.22035772162688,17.2,10.1,66.8,1013.4,16.5,272.1,23.5,6.0,19.0,2.571428571428572,2.4285714285714284,Ranua,Lapland,214.678955078125,2,1,2
746,cloudberry,2020-07-20,swamp,2020,30,720,66.00064838878508,27.22035772162688,19.1,13.5,72.2,1013.0,54.0,None,None,None,19.0,2.571428571428572,2.4285714285714284,Ranua,Lapland,214.678955078125,2,7,2
747,cloudberry,2022-07-17,pine,2022,28,717,64.29470080141067,27.61992035788795,12.9,11.3,88.7,1006.9,64.1,None,None,None,18.0,3.0,1.2222222222222223,Oulujarvi,Northern Finland Regional State Administrative Agency,193.2306060791016,2,1,3
748,cloudberry,2021-07-15,pine,2021,28,715,64.29470080141067,27.61992035788795,21.1,14.6,69.1,1010.9,45.6,None,None,None,18.0,3.0,1.2222222222222223,Oulujarvi,Northern Finland Regional State Administrative Agency,193.2306060791016,2,1,3
749,bilberry,2020-07-19,pine,2020,29,719,64.29470080141067,27.61992035788795,19.5,14.2,72.5,1016.6,43.7,None,None,None,18.0,3.0,1.2222222222222223,Oulujarvi,Northern Finland Regional State Administrative Agency,193.2306060791016,1,1,3
750,lingonberry,2020-08-21,pine,2020,34,821,64.29470080141067,27.61992035788795,18.8,12.4,67.8,1015.3,6.8,None,None,None,18.0,3.0,1.2222222222222223,Oulujarvi,Northern Finland Regional State Administrative Agency,193.2306060791016,3,1,3
751,cloudberry,2022-07-18,pine,2022,29,718,65.73103073558026,26.56395131005052,13.7,10.7,83.6,1010.5,82.7,None,None,None,19.0,2.909090909090909,2.125,Ranua,Lapland,151.70596313476562,2,1,3
752,cloudberry,2021-07-14,pine,2021,28,714,65.73103073558026,26.56395131005052,20.2,13.1,66.7,1014.8,26.6,None,None,None,19.0,2.909090909090909,2.125,Ranua,Lapland,151.70596313476562,2,1,2
753,cloudberry,2020-07-15,pine,2020,29,715,65.73103073558026,26.56395131005052,13.9,9.9,78.7,1015.8,66.2,None,None,None,19.0,2.909090909090909,2.125,Ranua,Lapland,151.70596313476562,2,1,2
754,cloudberry,2022-07-18,pine,2022,29,718,63.4566987731184,30.00930717764988,14.5,11.3,81.8,1012.0,77.4,None,None,None,12.0,2.652173913043478,2.25,Pielinen Karelia,Regional State Administrative Agency for Eastern Finland,145.64707946777344,2,1,3
755,cloudberry,2021-07-19,pine,2021,29,719,63.4566987731184,30.00930717764988,15.2,8.6,67.9,1004.5,56.5,None,None,None,12.0,2.652173913043478,2.25,Pielinen Karelia,Regional State Administrative Agency for Eastern Finland,145.64707946777344,2,1,3
756,cloudberry,2022-07-23,pine,2022,29,723,65.90105003732401,28.756037781642377,16.2,9.2,65.7,1009.0,54.0,None,None,None,17.0,2.5,2.5,Kuusamo,Northern Finland Regional State Administrative Agency,293.82928466796875,2,1,3
757,cloudberry,2021-07-31,pine,2021,30,731,65.90105003732401,28.756037781642377,11.7,9.6,87.7,995.0,99.8,140.0,12.0,4.0,17.0,2.5,2.5,Kuusamo,Northern Finland Regional State Administrative Agency,293.82928466796875,2,1,3
758,cloudberry,2022-07-20,open,2022,29,720,67.0638990511471,29.069863634565458,14.3,12.5,89.0,1015.0,94.6,None,None,None,19.0,2.636363636363636,2.333333333333333,Salla,Lapland,202.57980346679688,2,6,2
759,cloudberry,2020-07-16,spruce,2020,29,716,67.0638990511471,29.069863634565458,14.3,11.4,84.1,1015.7,72.9,None,None,None,19.0,2.636363636363636,2.333333333333333,Salla,Lapland,202.57980346679688,2,2,2
760,cloudberry,2022-07-21,pine,2022,29,721,64.91679395245464,28.479943276795098,18.4,12.4,71.7,1015.3,11.0,None,None,None,18.0,2.888888888888889,2.066666666666667,Suomussalmi,Northern Finland Regional State Administrative Agency,211.5228576660156,2,1,2
761,cloudberry,2021-07-15,pine,2021,28,715,64.91679395245464,28.479943276795098,19.8,14.0,72.1,1011.1,36.5,None,None,None,18.0,2.888888888888889,2.066666666666667,Suomussalmi,Northern Finland Regional State Administrative Agency,211.5228576660156,2,1,2
762,cloudberry,2020-07-22,pine,2020,30,722,64.91679395245464,28.479943276795098,16.2,15.4,95.3,998.7,85.8,None,None,None,18.0,2.888888888888889,2.066666666666667,Suomussalmi,Northern Finland Regional State Administrative Agency,211.5228576660156,2,1,1
763,cloudberry,2022-07-13,softbirch,2022,28,713,64.92353919861536,26.577096689958392,18.6,17.2,91.9,1007.3,78.7,81.9,6.1,3.0,17.0,2.7058823529411766,2.0,Oulu,Northern Finland Regional State Administrative Agency,105.49761199951172,2,8,2
765,cloudberry,2022-07-13,swamp,2022,28,713,64.92353919861536,26.577096689958392,18.6,17.2,91.9,1007.3,78.7,81.9,6.1,3.0,17.0,2.7058823529411766,2.0,Oulu,Northern Finland Regional State Administrative Agency,105.49761199951172,2,7,2
767,cloudberry,2021-10-12,swamp,2021,41,1012,64.92353919861536,26.577096689958392,5.7,5.0,95.2,1002.4,91.2,48.5,1.9,1.0,17.0,2.7058823529411766,2.0,Oulu,Northern Finland Regional State Administrative Agency,105.49761199951172,2,7,2
768,bilberry,2021-07-08,pine,2021,27,708,62.197663074279,23.924464178366023,20.3,14.2,70.5,1018.8,52.6,None,None,None,6.0,2.708333333333333,1.7857142857142858,Virrat,Western Finland Province,129.30535888671875,1,1,1
769,lingonberry,2021-08-27,pine,2021,34,827,62.197663074279,23.924464178366023,12.5,9.0,80.4,1026.3,75.2,None,None,None,6.0,2.708333333333333,1.7857142857142858,Virrat,Western Finland Province,129.30535888671875,3,1,1
770,bilberry,2020-08-12,pine,2020,33,812,62.197663074279,23.924464178366023,13.1,8.0,74.0,1023.5,74.9,136.3,11.8,3.0,6.0,2.708333333333333,1.7857142857142858,Virrat,Western Finland Province,129.30535888671875,1,1,1
771,lingonberry,2020-09-21,pine,2020,39,921,62.197663074279,23.924464178366023,10.0,6.0,76.4,1006.0,58.1,None,None,None,6.0,2.708333333333333,1.7857142857142858,Virrat,Western Finland Province,129.30535888671875,3,1,1
772,bilberry,2021-07-14,pine,2021,28,714,61.48053156211724,23.995492019328857,24.5,14.7,56.7,1015.3,0.0,300.7,25.8,7.0,6.0,2.8846153846153846,2.076923076923077,Lentola,Western Finland Province,131.47573852539062,1,1,3
773,bilberry,2021-07-15,pine,2021,28,715,61.48053156211724,23.995492019328857,25.9,16.6,58.3,1010.8,17.9,None,None,None,6.0,2.8846153846153846,2.076923076923077,Lentola,Western Finland Province,131.47573852539062,1,1,1
774,bilberry,2021-07-14,spruce,2021,28,714,61.59121559191374,21.720607487442773,22.4,14.9,65.7,1015.8,0.0,None,None,None,4.0,2.9,2.0588235294117645,Pori sub-region,Western Finland Province,44.198238372802734,1,2,1
775,lingonberry,2021-09-11,spruce,2021,36,911,61.59121559191374,21.720607487442773,13.2,12.8,97.4,1012.5,97.9,None,None,None,4.0,2.9,2.0588235294117645,Pori sub-region,Western Finland Province,44.198238372802734,3,2,4
776,bilberry,2020-07-24,spruce,2020,30,724,61.59121559191374,21.720607487442773,11.3,10.7,94.9,997.7,93.5,None,None,None,4.0,2.9,2.0588235294117645,Pori sub-region,Western Finland Province,44.198238372802734,1,2,1
