xy,osite,lohko,koeala,kuvio,koko9,koko564,kunta,maku,vv,mluok,fra,alar,kptylm,ojtil,pt,jaksot,khlk,ppa,kasru,klpm,kpituus,ika,kokru,laatu,bm1,bm2,bm1ma,bm2ma,bm1ku,bm2ku,bm1ko,bm2ko,bm1ml,bm2ml,n_l
410000-6690000,2.0,125058.41935483873,5.580645161290323,1.2258064516129032,7.741935483870968,7.741935483870968,636.258064516129,1.0,16.193548387096776,2.193548387096774,1.5806451612903225,1.0909090909090908,0.0,0.3157894736842105,2.967741935483871,1.105263157894737,4.454545454545454,13.157894736842104,1620.0,17.0,142.10526315789474,42.42105263157895,4562.5,2.210526315789474,50.407516292100006,14.21823629008182,9.381480600918184,2.556175791754545,18.19165044864545,5.314499506827272,16.174256374913636,4.497432696768182,6.660128867513635,1.8501282948136364,15.894736842105264
410000-6700000,2.0,76183.375,5.825,1.15,8.75,8.75,528.125,1.0,16.625,2.625,1.75,1.36,0.0,0.782608695652174,2.925,1.0434782608695652,4.48,15.73913043478261,1766.6666666666667,16.869565217391305,138.2608695652174,46.56521739130435,2033.3333333333333,1.7826086956521738,48.105268242244,14.34995800632,25.049636346752,6.591867401796,14.462359218964,4.7001297163,8.400538759752001,2.984948907792,0.192733916572,0.073011980444,20.347826086956523
410000-6710000,2.0,15558.472222222224,4.944444444444445,1.0833333333333333,9.166666666666666,9.166666666666666,431.47222222222223,1.0,15.47222222222222,2.2222222222222223,1.5555555555555556,1.0384615384615383,0.2307692307692307,0.2692307692307692,2.7777777777777777,1.0769230769230769,4.461538461538462,16.307692307692307,1450.0,20.666666666666668,165.23076923076923,50.92307692307692,9175.0,2.0,81.12891051915,22.697213933353847,13.41476941358846,3.525766731657692,45.798917853903845,13.30221439561923,16.899886458219232,4.504565323073077,5.01533679305,1.3646674830423076,19.541666666666668
410000-6720000,2.0,116938.4,5.56,1.04,9.6,9.6,549.4,1.0,15.96,3.12,2.08,1.3333333333333333,0.0,0.8333333333333334,2.92,1.1666666666666667,4.5,21.33333333333333,1350.0,20.181818181818183,173.58333333333334,64.41666666666667,2700.0,2.083333333333333,101.59556123449164,27.88588768265,19.83180195260833,5.051382420158333,55.76941112629167,15.252570730233336,13.382599759608333,4.059352378991667,12.611748397116664,3.522582153183334,26.272727272727277
410000-6730000,2.0,82673.84615384616,5.871794871794871,1.1025641025641026,8.871794871794872,8.897435897435898,491.2564102564103,2.230769230769231,16.487179487179485,2.3846153846153846,1.6666666666666667,1.0,0.0,0.16,3.0,1.08,3.6538461538461537,12.2,1818.125,14.9,114.64,27.84,4087.857142857143,1.4,45.20586590912308,13.583344021496154,6.383919943780769,1.7197531437384617,27.188168321276923,8.034846452276923,8.675476910611538,2.7657991281346157,2.9583007333076923,1.0629452973846154,17.476190476190474
410000-6740000,2.0,76014.0,5.355555555555555,1.1777777777777778,8.444444444444445,8.444444444444445,400.22222222222223,7.0,15.244444444444444,2.7777777777777777,1.8,1.4074074074074074,0.0,0.3076923076923077,2.888888888888889,1.0384615384615383,4.296296296296297,17.192307692307693,1575.0,18.166666666666668,150.34615384615384,49.26923076923077,3735.0,1.5769230769230769,67.73248941208148,18.273014830196296,13.466516993492592,3.31171665692963,47.49841022885185,13.01226842921852,4.69341516845926,1.3752953803814816,2.0741470213703703,0.5737343637037037,19.0
410000-6750000,2.0,129272.64285714286,5.964285714285714,1.1785714285714286,8.107142857142858,8.178571428571429,98.0,7.0,16.535714285714285,1.9285714285714288,1.4285714285714286,1.2608695652173914,0.0,0.3333333333333333,3.0,1.05,4.2727272727272725,17.85,1862.5,18.473684210526315,153.15,46.9,4675.0,1.85,74.70453524986364,21.0570562242,18.579101990145457,4.823443649354545,37.99563791746818,11.11216219541818,14.679480483381816,4.080282239363637,3.45031485865,1.04116814005,21.473684210526315
410000-6760000,2.0,109344.08571428571,5.571428571428571,1.0857142857142856,9.142857142857142,9.142857142857142,98.0,7.0,16.514285714285716,2.1714285714285717,1.5714285714285714,1.12,0.25,0.3333333333333333,2.942857142857143,1.1666666666666667,4.76,18.416666666666668,1600.0,18.782608695652176,156.33333333333334,43.083333333333336,7300.0,2.208333333333333,57.53480235312,17.185900462808,9.54278175956,2.466998976828,30.770914527284003,9.354172769372,13.090868369884,3.938479373348,4.1302376960560006,1.426249343168,22.428571428571427
410000-6770000,2.0,25532.157894736843,4.421052631578948,1.0526315789473684,9.263157894736842,9.31578947368421,59.1578947368421,7.0,15.842105263157896,3.421052631578948,2.210526315789474,1.0,0.0,0.0,2.9473684210526314,1.125,4.125,16.25,700.0,23.166666666666668,149.25,38.375,6605.0,2.375,97.58082366,28.119080315375,5.0648555422,1.3592814577375,66.904067922975,19.3832913009125,14.97571985185,4.1212611402875,10.6361803430375,3.2552464164875,23.0
410000-6780000,2.0,136277.0625,6.3125,1.40625,7.1875,7.1875,16.0,7.0,16.28125,2.09375,1.4375,1.24,0.0,0.5833333333333334,2.9375,1.1666666666666667,4.32,14.791666666666666,1650.0,15.791666666666666,135.41666666666666,41.875,7816.666666666667,1.875,38.61662905946,10.960193055276,15.034264643228,3.973782798704,8.841164512772,2.80343506876,13.537986525252,3.786995434364,1.203213377884,0.395979753436,15.409090909090908
410000-6790000,2.0,114172.65714285716,5.914285714285715,1.1428571428571428,8.6,8.571428571428571,256.0,7.0,16.17142857142857,2.0285714285714285,1.4857142857142858,1.1111111111111112,0.2307692307692307,0.1923076923076923,2.857142857142857,1.1153846153846154,4.555555555555555,20.192307692307693,1430.0,20.923076923076923,178.8846153846154,47.61538461538461,19780.0,1.8461538461538465,92.76379816458147,25.634709170244445,16.25640447857037,3.998947933922222,65.27067683513704,18.48980794195926,10.14186334081852,2.845756889725926,1.0948535098962964,0.300196404662963,18.04
410000-6800000,2.0,30558.5,5.75,1.125,8.75,8.75,576.0,7.0,16.0,1.0,1.0,1.0,0.0,0.0,1.75,1.25,5.25,29.5,0.0,25.875,224.75,79.25,0.0,2.0,156.733996396875,38.8040054366625,62.09771889608749,15.2361494124625,68.470623257,17.9115613151625,25.222017709625,5.356842718875,0.94363653465,0.2994519903,21.375
