lat,lon,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,year-month-day,berry,latlon
60.70362973103107,26.26724698462514,19.8,7.1,14.1,19.8,6.3,14.0,10.3,79.8,15.2,208.0,1027.6,12.5,36.7,None,None,None,0.83,2019-08-25,lingonberry,60.703629731031-26.267246984625-2019-08-25-lingonberry
66.00064838878508,27.22035772162688,23.1,8.4,17.2,23.1,8.4,17.2,10.1,66.8,13.1,214.4,1013.4,16.5,35.8,272.1,23.5,6.0,0.89,2020-07-17,cloudberry,66.000648388785-27.220357721627-2020-07-17-cloudberry
61.282768712610775,23.26752761609532,29.5,21.3,24.8,30.5,21.3,25.2,18.5,68.9,21.8,107.1,1019.9,58.7,20.4,202.2,13.0,6.0,0.55,2018-07-29,bilberry,61.282768712611-23.267527616095-2018-07-29-bilberry
63.12934514665977,27.00002102816763,18.0,11.7,14.7,18.0,11.7,14.7,9.5,71.9,15.5,75.5,1011.0,77.2,33.6,None,None,None,0.48,2019-07-16,cloudberry,63.129345146660-27.000021028168-2019-07-16-cloudberry
61.67739825610537,29.078464684854712,12.3,6.6,10.2,12.3,5.8,9.9,9.1,92.9,11.0,95.2,1015.1,94.3,40.4,32.4,1.6,1.0,0.16,2021-09-11,lingonberry,61.677398256105-29.078464684855-2021-09-11-lingonberry
60.86993987273163,24.974238660460337,23.4,11.8,17.0,23.4,11.8,17.0,13.2,80.4,17.2,276.9,1014.3,14.8,29.3,246.7,16.6,7.0,0.17,2021-08-13,lingonberry,60.869939872732-24.974238660460-2021-08-13-lingonberry
61.67114679637925,29.45598566968182,23.0,15.8,19.8,23.0,15.8,19.8,17.6,87.1,14.5,241.4,1009.0,49.8,18.4,93.7,7.0,4.0,0.82,2022-07-23,bilberry,61.671146796379-29.455985669682-2022-07-23-bilberry
61.67114679637925,29.45598566968182,14.6,3.5,8.9,14.6,1.7,8.3,5.8,83.7,8.7,330.5,1016.9,13.7,31.1,133.2,6.7,4.0,0.12,2021-09-10,lingonberry,61.671146796379-29.455985669682-2021-09-10-lingonberry
66.1724509096708,28.55294528983993,16.7,9.9,13.4,16.7,8.1,13.3,9.3,77.9,13.7,161.2,1005.7,57.1,12.8,None,None,None,0.5,2020-08-03,cloudberry,66.172450909671-28.552945289840-2020-08-03-cloudberry
62.41008591934507,21.964546229480245,15.0,12.2,13.5,15.0,12.2,13.5,11.7,89.4,26.0,227.0,999.4,80.9,44.8,106.0,9.3,3.0,0.42,2021-08-20,lingonberry,62.410085919345-21.964546229480-2021-08-20-lingonberry
60.01813745633756,23.05202805743573,20.3,8.2,14.9,20.3,6.9,14.6,8.5,67.6,27.0,297.5,1009.3,27.9,35.5,204.1,17.4,8.0,0.15,2019-08-05,bilberry,60.018137456338-23.052028057436-2019-08-05-bilberry
61.95773203184864,28.14400074997931,11.8,9.6,10.7,11.8,6.9,10.2,9.9,94.9,23.8,126.4,993.2,97.5,19.4,38.1,1.8,1.0,0.66,2022-09-15,lingonberry,61.957732031849-28.144000749979-2022-09-15-lingonberry
62.47072295550728,29.909548750303458,13.7,10.4,12.1,13.7,10.4,12.1,7.4,73.4,31.5,67.8,1011.0,76.6,46.0,None,None,None,0.43,2020-08-31,bilberry,62.470722955507-29.909548750303-2020-08-31-bilberry
63.36707523501455,29.99990159898199,17.6,11.3,14.6,17.6,11.3,14.6,11.3,81.0,14.1,216.0,1012.0,77.0,40.3,None,None,None,0.65,2022-07-18,bilberry,63.367075235015-29.999901598982-2022-07-18-bilberry
60.600759605210776,24.991134265128306,26.8,18.0,21.9,27.1,18.0,21.9,16.2,72.8,19.6,215.6,1007.6,24.8,23.6,354.4,23.0,7.0,0.31,2018-07-22,bilberry,60.600759605211-24.991134265128-2018-07-22-bilberry
63.7255682905868,23.962165686083218,18.9,14.3,16.7,18.9,14.3,16.7,14.8,89.0,15.1,129.0,1013.6,85.9,25.7,None,None,None,0.27,2020-07-28,bilberry,63.725568290587-23.962165686083-2020-07-28-bilberry
61.42385802441059,26.99999699101184,13.5,10.2,11.6,13.5,10.2,11.6,9.2,85.1,25.8,123.6,1001.7,96.8,18.9,75.7,3.6,3.0,0.63,2022-09-14,lingonberry,61.423858024411-26.999996991012-2022-09-14-lingonberry
61.42372869968767,26.812604614421048,22.9,11.6,17.1,22.9,11.6,17.1,10.1,66.1,22.6,306.3,1015.1,1.6,20.1,361.1,24.6,7.0,0.75,2022-07-20,bilberry,61.423728699688-26.812604614421-2022-07-20-bilberry
63.30200210223683,25.60351147765833,9.9,2.8,6.0,8.0,0.3,3.7,1.1,72.7,15.4,328.9,1014.5,21.7,45.3,None,None,None,0.91,2021-09-04,lingonberry,63.302002102237-25.603511477658-2021-09-04-lingonberry
66.35966051652532,27.00002078561729,14.4,6.9,10.3,14.4,4.7,9.6,8.5,89.7,14.0,194.1,1016.9,70.5,24.8,None,None,None,0.57,2018-08-28,lingonberry,66.359660516525-27.000020785617-2018-08-28-lingonberry
66.44357657238494,25.654530691515745,28.2,14.5,21.5,28.4,14.5,21.5,14.5,66.5,11.4,124.3,1025.6,29.0,31.8,None,None,None,0.55,2018-07-29,cloudberry,66.443576572385-25.654530691516-2018-07-29-cloudberry
63.4832728636963,25.79545235963756,16.5,9.6,13.5,16.5,9.6,13.5,10.1,81.4,12.0,254.9,1007.8,78.7,43.3,187.7,13.4,7.0,0.62,2022-07-17,cloudberry,63.483272863696-25.795452359638-2022-07-17-cloudberry
63.81931434428256,29.84466569775912,24.5,12.0,19.4,24.5,12.0,19.4,13.7,72.1,9.0,257.5,1016.8,20.1,38.8,None,None,None,0.96,2020-07-19,cloudberry,63.819314344283-29.844665697759-2020-07-19-cloudberry
64.47415914385665,26.376065893323773,14.6,12.1,13.5,14.6,12.1,13.5,12.3,92.9,18.2,210.7,994.8,96.6,37.2,159.7,10.7,3.0,0.09,2020-07-23,cloudberry,64.474159143857-26.376065893324-2020-07-23-cloudberry
67.34625743545892,26.767357485752843,18.2,4.3,12.1,18.2,2.3,11.7,5.1,64.2,14.8,228.4,1018.9,10.6,41.5,None,None,None,0.54,2022-08-13,lingonberry,67.346257435459-26.767357485753-2022-08-13-lingonberry
65.54665943322267,28.2990554464514,19.3,11.7,15.3,19.3,11.7,15.3,11.1,76.9,29.2,208.8,1018.2,90.8,18.5,None,None,None,0.44,2022-08-10,bilberry,65.546659433223-28.299055446451-2022-08-10-bilberry
60.01813745633756,23.05202805743573,16.7,10.8,13.4,16.7,10.8,13.4,11.4,88.0,16.9,349.3,1009.1,98.3,28.3,108.5,3.3,3.0,0.43,2020-08-31,lingonberry,60.018137456338-23.052028057436-2020-08-31-lingonberry
62.94639677800591,27.98535924292085,17.4,8.6,12.9,17.4,7.6,12.7,9.4,80.5,7.9,50.0,1025.6,5.9,34.1,None,None,None,0.69,2021-08-28,lingonberry,62.946396778006-27.985359242921-2021-08-28-lingonberry
60.77419721765667,24.612965020234785,25.8,12.6,20.0,25.8,12.6,20.0,13.6,69.2,13.5,209.6,1018.4,9.8,39.1,344.2,23.5,8.0,0.96,2020-07-19,bilberry,60.774197217657-24.612965020235-2020-07-19-bilberry
69.57940593185836,28.79786167051738,18.9,12.3,15.3,18.9,12.3,15.3,13.1,87.2,7.2,64.4,1011.6,78.5,14.8,None,None,None,0.13,2022-08-01,bilberry,69.579405931858-28.797861670517-2022-08-01-bilberry
60.460426507890666,22.816310845210538,22.2,9.3,16.0,22.2,9.3,16.0,12.8,83.5,8.5,167.6,1026.8,17.5,34.8,216.1,11.7,6.0,0.75,2018-09-03,lingonberry,60.460426507891-22.816310845211-2018-09-03-lingonberry
65.99072416111518,28.76220037009852,18.2,13.5,16.3,18.2,13.5,16.3,15.7,96.5,25.1,102.2,1013.3,84.5,9.4,None,None,None,0.72,2018-08-03,cloudberry,65.990724161115-28.762200370099-2018-08-03-cloudberry
60.77419721765667,24.612965020234785,21.4,14.1,18.0,21.4,14.1,18.0,12.0,69.6,18.0,155.3,1012.0,83.6,40.4,230.3,13.2,6.0,0.6,2019-08-18,lingonberry,60.774197217657-24.612965020235-2019-08-18-lingonberry
63.39172358906191,25.59915211519996,12.6,6.1,9.4,12.6,4.2,8.3,6.6,84.1,14.8,241.0,1008.5,38.1,42.2,130.7,11.3,5.0,0.22,2018-09-16,lingonberry,63.391723589062-25.599152115200-2018-09-16-lingonberry
65.98505063589826,24.79763660377092,11.8,3.0,8.0,11.8,1.7,6.3,3.2,73.4,22.2,12.8,1023.8,60.3,41.9,None,None,None,0.53,2021-08-23,lingonberry,65.985050635898-24.797636603771-2021-08-23-lingonberry
66.1724509096708,28.55294528983993,21.8,12.5,17.3,21.8,12.5,17.3,12.1,73.8,24.8,212.9,1014.0,11.4,44.3,None,None,None,0.08,2020-08-21,lingonberry,66.172450909671-28.552945289840-2020-08-21-lingonberry
61.95602255994317,25.66539384328186,22.6,8.8,15.8,22.6,6.7,15.3,10.7,74.5,21.5,316.2,1017.6,3.1,13.1,None,None,None,0.75,2022-07-20,bilberry,61.956022559943-25.665393843282-2022-07-20-bilberry
67.14304456878698,24.23083160364509,16.8,10.1,12.7,16.8,10.1,12.7,7.0,69.5,15.3,27.2,1019.0,73.4,27.6,None,None,None,0.06,2022-07-30,cloudberry,67.143044568787-24.230831603645-2022-07-30-cloudberry
61.68991502400471,27.94505624193033,24.4,15.6,19.9,24.4,15.6,19.9,15.2,76.1,10.7,188.6,1013.5,55.8,39.5,237.1,15.2,6.0,0.0,2020-07-20,bilberry,61.689915024005-27.945056241930-2020-07-20-bilberry
63.44280230744195,23.39018660450349,14.8,8.7,12.0,14.8,6.4,11.7,7.9,77.3,22.8,207.5,1006.1,32.5,35.6,259.2,14.0,6.0,0.25,2019-09-06,lingonberry,63.442802307442-23.390186604503-2019-09-06-lingonberry
61.24314979393228,27.558953504414003,18.6,15.3,17.1,18.6,15.3,17.1,15.7,91.4,10.6,345.7,1008.7,93.1,31.0,119.7,7.5,3.0,0.85,2022-07-24,bilberry,61.243149793932-27.558953504414-2022-07-24-bilberry
61.30122973043226,24.01267216392789,24.2,15.7,20.2,24.2,15.7,20.2,14.4,71.3,12.0,194.9,1013.0,73.3,39.1,249.6,17.1,7.0,0.0,2020-07-20,bilberry,61.301229730432-24.012672163928-2020-07-20-bilberry
66.00064797850246,26.77968780762232,19.5,13.9,16.5,19.5,13.9,16.5,14.8,90.5,23.4,195.5,998.7,78.8,32.2,None,None,None,0.95,2022-07-27,bilberry,66.000647978502-26.779687807622-2022-07-27-bilberry
65.90105003732401,28.756037781642377,19.0,11.8,16.2,19.0,11.8,16.2,9.2,65.7,13.6,314.8,1009.0,54.0,11.3,None,None,None,0.82,2022-07-23,cloudberry,65.901050037324-28.756037781642-2022-07-23-cloudberry
66.07470396632671,29.21014552876297,11.9,6.6,9.1,11.9,2.8,7.0,2.8,65.8,30.4,321.0,1007.5,65.9,34.8,None,None,None,0.47,2021-07-23,bilberry,66.074703966327-29.210145528763-2021-07-23-bilberry
62.82504439598755,30.14092931794754,21.2,8.7,14.6,21.2,8.7,14.6,11.8,85.1,6.9,178.7,1027.8,9.1,18.5,None,None,None,0.75,2018-09-03,lingonberry,62.825044395988-30.140929317948-2018-09-03-lingonberry
67.40761562131902,23.96666682023883,17.2,12.3,13.9,17.2,12.3,13.9,12.5,91.7,12.2,156.2,1011.3,89.1,9.6,None,None,None,0.4,2019-09-11,lingonberry,67.407615621319-23.966666820239-2019-09-11-lingonberry
65.99072416111518,28.76220037009852,10.4,5.6,7.4,10.4,2.7,5.1,5.5,87.8,17.5,338.3,1006.2,93.0,20.6,None,None,None,0.18,2019-08-06,cloudberry,65.990724161115-28.762200370099-2019-08-06-cloudberry
64.47533545744686,26.792022750362204,15.0,1.6,8.9,15.0,-0.1,8.3,4.1,73.8,11.1,345.2,1006.6,48.7,38.3,308.4,20.0,6.0,0.18,2019-08-06,bilberry,64.475335457447-26.792022750362-2019-08-06-bilberry
67.43544985298718,26.532931833178186,31.3,18.6,25.3,32.0,18.6,25.7,18.1,66.6,14.4,213.3,1021.4,19.2,28.6,None,None,None,0.62,2018-07-31,cloudberry,67.435449852987-26.532931833178-2018-07-31-cloudberry
61.83911284431336,23.96046157266524,11.7,9.2,10.6,11.7,6.5,10.2,8.7,87.9,24.5,158.3,1000.6,92.7,21.0,None,None,None,0.13,2020-07-24,bilberry,61.839112844313-23.960461572665-2020-07-24-bilberry
66.44357657238494,25.654530691515745,31.7,19.6,25.8,30.1,19.6,25.2,11.5,43.1,16.1,129.7,1017.6,9.7,32.5,None,None,None,0.25,2018-07-19,bilberry,66.443576572385-25.654530691516-2018-07-19-bilberry
64.82231765570197,28.89619342969269,20.9,9.2,15.3,20.9,9.2,15.3,11.4,80.1,7.2,219.5,1012.9,52.1,36.3,None,None,None,0.13,2022-08-01,lingonberry,64.822317655702-28.896193429693-2022-08-01-lingonberry
67.1388849966711,24.00044283670212,17.5,5.7,12.2,17.5,5.7,12.2,10.3,88.7,10.7,124.8,1007.0,75.1,17.2,None,None,None,0.53,2019-08-16,lingonberry,67.138884996671-24.000442836702-2019-08-16-lingonberry
63.75529738665462,27.810740884660145,20.1,10.2,15.4,20.1,10.2,15.4,8.7,65.3,11.9,48.3,1018.3,32.6,44.3,240.9,20.8,6.0,0.72,2021-07-01,bilberry,63.755297386655-27.810740884660-2021-07-01-bilberry
61.50728799249752,25.68467010654662,15.4,12.7,14.1,15.4,12.7,14.1,12.6,90.9,10.8,84.5,1018.1,85.2,22.1,None,None,None,0.64,2018-08-30,lingonberry,61.507287992498-25.684670106547-2018-08-30-lingonberry
64.29236607009285,25.966931760841096,13.1,8.6,11.5,13.1,6.1,11.2,10.9,95.9,15.3,350.9,1012.2,93.7,23.2,89.7,5.3,2.0,0.5,2021-08-22,lingonberry,64.292366070093-25.966931760841-2021-08-22-lingonberry
61.95773203184864,28.14400074997931,26.0,14.9,21.2,26.0,14.9,21.2,13.4,64.1,9.6,44.2,1015.0,24.6,37.5,388.7,25.2,8.0,0.0,2018-07-13,bilberry,61.957732031849-28.144000749979-2018-07-13-bilberry
66.1724509096708,28.55294528983993,18.4,10.3,14.3,18.4,10.3,14.3,10.6,78.9,24.3,216.7,1016.3,49.8,12.7,None,None,None,0.0,2022-08-27,lingonberry,66.172450909671-28.552945289840-2022-08-27-lingonberry
63.0383434930796,27.593074692532845,21.3,11.0,16.1,21.3,11.0,16.1,11.3,76.4,8.7,121.8,1023.6,11.0,14.4,None,None,None,0.97,2022-08-26,lingonberry,63.038343493080-27.593074692533-2022-08-26-lingonberry
65.99686534781587,25.898467471936097,9.3,5.4,7.7,7.3,0.9,5.0,6.2,90.3,34.7,49.0,990.9,94.1,31.4,None,None,None,0.09,2019-10-01,lingonberry,65.996865347816-25.898467471936-2019-10-01-lingonberry
66.44534898787208,28.12130079833758,8.2,3.0,5.5,4.9,-0.7,1.9,3.0,84.3,22.6,313.9,1005.1,76.4,28.2,None,None,None,0.85,2021-09-02,lingonberry,66.445348987872-28.121300798338-2021-09-02-lingonberry
61.30122973043226,24.01267216392789,20.5,8.0,14.7,20.5,6.1,14.1,10.4,77.2,21.6,201.3,1012.5,47.4,41.3,233.4,14.2,8.0,0.53,2019-08-16,bilberry,61.301229730432-24.012672163928-2019-08-16-bilberry
61.06360472926471,27.55578909010875,30.5,18.2,25.3,29.4,18.2,24.9,13.6,52.0,15.6,65.5,1016.3,2.3,39.1,None,None,None,0.14,2018-07-17,bilberry,61.063604729265-27.555789090109-2018-07-17-bilberry
61.59121559191374,21.720607487442773,14.7,11.4,13.2,14.7,11.4,13.2,12.8,97.4,10.6,143.0,1012.5,97.9,7.8,None,None,None,0.16,2021-09-11,lingonberry,61.591215591914-21.720607487443-2021-09-11-lingonberry
64.00605621588757,29.454399062118203,14.0,10.5,12.2,14.0,10.5,12.2,7.8,75.3,12.2,1.8,1024.5,93.5,45.9,None,None,None,0.75,2020-08-11,lingonberry,64.006056215888-29.454399062118-2020-08-11-lingonberry
65.45265915973629,28.72592281050396,28.7,14.5,23.2,28.2,14.5,23.1,15.2,65.1,17.6,187.4,1016.6,13.4,17.3,None,None,None,0.42,2018-07-25,cloudberry,65.452659159736-28.725922810504-2018-07-25-cloudberry
61.24314979393228,27.558953504414003,19.8,14.5,17.5,19.8,14.5,17.5,9.6,61.4,23.7,342.3,1018.9,30.8,50.3,247.5,15.1,6.0,0.72,2020-08-10,bilberry,61.243149793932-27.558953504414-2020-08-10-bilberry
66.44357657238494,25.654530691515745,18.8,14.8,16.7,18.8,14.8,16.7,15.5,92.7,21.9,163.3,1000.2,93.7,20.1,None,None,None,0.92,2022-07-26,bilberry,66.443576572385-25.654530691516-2022-07-26-bilberry
60.14291636306098,24.478741538672065,23.1,18.5,20.5,23.1,18.5,20.5,17.3,82.4,14.0,30.4,1010.0,75.2,19.1,122.7,7.8,4.0,0.25,2018-07-20,cloudberry,60.142916363061-24.478741538672-2018-07-20-cloudberry
67.1388849966711,24.00044283670212,14.8,2.7,9.4,14.8,2.7,9.1,5.8,79.8,13.0,329.9,1020.5,37.9,30.6,None,None,None,0.07,2022-08-29,bilberry,67.138884996671-24.000442836702-2022-08-29-bilberry
64.47533545744686,26.792022750362204,11.5,3.5,9.6,11.5,2.4,8.8,9.0,96.4,13.1,135.7,1009.1,97.4,19.0,32.6,1.5,1.0,0.19,2021-09-12,lingonberry,64.475335457447-26.792022750362-2021-09-12-lingonberry
63.199072219008585,29.385761771685527,23.0,8.7,16.3,23.0,8.7,16.3,12.3,80.0,10.9,205.4,1016.3,10.3,26.1,None,None,None,0.07,2019-09-01,lingonberry,63.199072219009-29.385761771686-2019-09-01-lingonberry
62.17850910902525,23.15743069734256,14.8,6.3,11.0,14.8,5.0,10.6,9.1,88.4,16.9,229.0,1014.5,71.6,30.0,None,None,None,0.0,2021-09-07,lingonberry,62.178509109025-23.157430697343-2021-09-07-lingonberry
62.321530668487874,27.000007985438945,18.5,11.1,14.7,18.5,11.1,14.7,11.1,80.3,15.5,299.9,1012.5,56.7,34.5,216.4,14.9,6.0,0.69,2022-07-19,bilberry,62.321530668488-27.000007985439-2022-07-19-bilberry
63.81931434428256,29.84466569775912,15.5,12.0,13.8,15.5,12.0,13.8,9.2,74.3,15.2,266.1,1003.6,90.0,39.2,None,None,None,0.44,2021-07-22,cloudberry,63.819314344283-29.844665697759-2021-07-22-cloudberry
62.19326997655176,23.732604259901144,17.7,11.0,13.8,17.7,11.0,13.8,10.3,80.0,17.7,329.6,1018.7,96.1,19.6,None,None,None,0.02,2022-07-29,bilberry,62.193269976552-23.732604259901-2022-07-29-bilberry
61.25396526114234,22.337691921206428,13.0,2.7,8.3,13.0,0.6,7.6,4.6,80.1,18.0,331.7,1028.4,48.8,42.1,115.1,6.1,4.0,0.29,2022-09-04,lingonberry,61.253965261142-22.337691921206-2022-09-04-lingonberry
65.6363569009751,28.30353967080252,15.6,2.8,10.4,15.6,0.2,10.1,6.4,78.0,14.6,330.7,1014.9,71.9,18.3,None,None,None,0.0,2019-08-01,cloudberry,65.636356900975-28.303539670803-2019-08-01-cloudberry
62.41008120174775,26.41941695668295,11.8,5.2,9.4,11.8,2.6,8.1,4.8,73.9,26.1,341.2,1015.0,60.0,28.1,None,None,None,0.94,2019-07-30,bilberry,62.410081201748-26.419416956683-2019-07-30-bilberry
61.42372950241487,27.18738936594085,22.9,13.7,18.2,22.9,13.7,18.2,15.3,84.0,11.7,152.9,1007.2,52.4,25.9,272.6,16.8,7.0,0.02,2020-07-21,bilberry,61.423729502415-27.187389365941-2020-07-21-bilberry
65.36726081535849,28.29018836267341,16.4,11.7,13.4,16.4,11.7,13.4,11.5,89.4,9.1,178.4,1007.1,94.8,24.5,None,None,None,0.46,2021-08-21,lingonberry,65.367260815358-28.290188362673-2021-08-21-lingonberry
66.00064838878508,27.22035772162688,23.9,12.0,19.1,23.9,12.0,19.1,13.5,72.2,9.9,158.2,1013.0,54.0,37.6,None,None,None,0.0,2020-07-20,cloudberry,66.000648388785-27.220357721627-2020-07-20-cloudberry
60.70249802081698,27.91592467657592,19.1,13.3,16.1,19.1,13.3,16.1,13.2,83.2,16.6,91.4,1024.2,62.5,33.1,None,None,None,0.0,2018-09-09,lingonberry,60.702498020817-27.915924676576-2018-09-09-lingonberry
63.0383434930796,27.593074692532845,25.8,18.2,22.1,25.8,18.2,22.1,16.1,69.6,15.1,253.2,1012.3,19.0,16.6,None,None,None,0.79,2022-07-22,bilberry,63.038343493080-27.593074692533-2022-07-22-bilberry
62.31497927178256,25.649501497879942,15.0,7.1,12.3,15.0,5.0,12.1,10.5,89.1,18.2,86.8,1019.1,77.7,9.8,100.3,8.6,3.0,0.64,2018-08-30,lingonberry,62.314979271783-25.649501497880-2018-08-30-lingonberry
62.82504439598755,30.14092931794754,19.8,16.7,18.3,19.8,16.7,18.3,17.1,93.0,8.8,343.6,1008.8,61.0,19.8,None,None,None,0.82,2022-07-23,cloudberry,62.825044395988-30.140929317948-2022-07-23-cloudberry
67.1388849966711,24.00044283670212,23.0,1.3,14.8,23.0,1.3,14.8,5.5,59.8,12.3,131.8,1018.8,4.0,31.2,None,None,None,0.96,2021-08-07,bilberry,67.138884996671-24.000442836702-2021-08-07-bilberry
61.18794906342608,23.09255001285816,15.9,10.4,13.1,15.9,10.4,13.1,12.1,93.4,7.8,123.7,1012.9,96.7,23.8,78.0,3.7,1.0,0.16,2021-09-11,lingonberry,61.187949063426-23.092550012858-2021-09-11-lingonberry
63.55042085042549,24.182219297211628,28.8,13.2,21.3,28.5,13.2,21.3,16.1,75.7,13.6,174.5,1010.5,52.6,25.9,None,None,None,0.19,2021-07-15,cloudberry,63.550420850425-24.182219297212-2021-07-15-cloudberry
65.81137094835535,25.25010303625488,30.5,13.1,23.4,29.6,13.1,23.1,13.1,57.7,12.5,176.4,1019.2,0.7,23.3,None,None,None,0.14,2018-07-17,cloudberry,65.811370948355-25.250103036255-2018-07-17-cloudberry
66.16434702000291,24.78205611550381,22.3,9.0,16.7,22.3,9.0,16.7,12.0,76.2,11.1,132.1,1018.0,27.5,35.3,268.1,23.3,7.0,0.25,2020-07-27,bilberry,66.164347020003-24.782056115504-2020-07-27-bilberry
65.54465389476104,28.515474717463324,25.6,12.0,18.8,25.6,12.0,18.8,13.6,73.8,13.4,150.3,1011.5,45.7,23.2,None,None,None,0.19,2021-07-15,cloudberry,65.544653894761-28.515474717463-2021-07-15-cloudberry
65.54465389476104,28.515474717463324,20.2,14.8,17.3,20.2,14.8,17.3,13.9,81.3,20.8,197.5,1000.0,82.5,19.7,None,None,None,0.95,2022-07-27,cloudberry,65.544653894761-28.515474717463-2022-07-27-cloudberry
60.460426507890666,22.816310845210538,31.2,14.4,24.2,29.6,14.4,23.7,12.3,52.1,15.9,66.4,1015.2,5.8,42.5,325.9,22.4,8.0,0.11,2018-07-16,bilberry,60.460426507891-22.816310845211-2018-07-16-bilberry
60.01813745633756,23.05202805743573,23.1,10.6,18.0,23.1,10.6,18.0,10.0,61.5,27.7,277.2,1013.3,21.7,42.4,294.2,20.0,7.0,0.44,2021-07-22,bilberry,60.018137456338-23.052028057436-2021-07-22-bilberry
61.51350081033402,26.81206376973897,7.9,0.0,4.8,5.5,0.0,3.4,1.4,79.8,15.7,73.3,1029.5,86.8,25.1,86.9,3.7,2.0,0.44,2021-09-19,lingonberry,61.513500810334-26.812063769739-2021-09-19-lingonberry
66.26994840178763,27.000021274406823,29.4,14.8,23.1,29.4,14.8,23.1,12.4,53.0,14.2,163.0,1023.5,1.6,31.4,None,None,None,0.59,2018-07-30,bilberry,66.269948401788-27.000021274407-2018-07-30-bilberry
65.18360843386299,28.708394121340653,21.2,9.1,15.6,21.2,9.1,15.6,12.7,84.2,10.8,257.1,1023.3,61.5,28.7,None,None,None,0.62,2020-08-07,cloudberry,65.183608433863-28.708394121341-2020-08-07-cloudberry
67.06671706953833,28.840035931481147,19.8,6.8,14.4,19.8,5.8,14.2,9.4,74.0,19.6,142.1,1010.3,61.7,20.0,None,None,None,0.89,2022-07-25,bilberry,67.066717069538-28.840035931481-2022-07-25-bilberry
63.353232253327015,23.40143768818008,16.3,10.6,12.7,16.3,10.6,12.7,8.7,78.4,28.1,333.9,1002.2,71.8,35.3,258.2,16.6,7.0,0.83,2021-08-03,bilberry,63.353232253327-23.401437688180-2021-08-03-bilberry
63.10220373709486,29.7742828800099,18.2,5.6,12.7,18.2,5.6,12.7,8.1,76.2,7.3,41.7,1011.6,65.0,37.3,None,None,None,0.48,2019-07-16,cloudberry,63.102203737095-29.774282880010-2019-07-16-cloudberry
66.09052103411193,27.000022265011083,15.9,12.0,13.4,15.9,12.0,13.4,11.0,85.9,20.5,74.8,996.5,95.5,30.6,111.0,9.5,3.0,0.7,2021-07-30,bilberry,66.090521034112-27.000022265011-2021-07-30-bilberry
62.82504439598755,30.14092931794754,16.1,14.1,14.8,16.1,14.1,14.8,13.5,92.3,11.9,19.0,1009.7,98.0,14.3,None,None,None,0.58,2019-07-19,cloudberry,62.825044395988-30.140929317948-2019-07-19-cloudberry
63.43760783505522,23.19015937565125,20.8,9.7,15.7,20.8,8.7,15.6,10.1,72.6,16.0,235.0,1010.2,28.7,34.4,341.2,20.8,7.0,0.56,2020-08-05,bilberry,63.437607835055-23.190159375651-2020-08-05-bilberry
62.31497927178256,25.649501497879942,16.1,1.7,10.0,16.1,1.7,9.8,5.8,77.4,18.0,331.0,1005.0,25.0,24.8,None,None,None,0.29,2020-08-27,lingonberry,62.314979271783-25.649501497880-2020-08-27-lingonberry
61.06271598849624,27.74103603364305,17.9,8.6,13.6,17.9,7.8,13.5,5.5,59.4,12.7,343.8,1005.5,0.6,47.4,None,None,None,0.18,2019-08-06,lingonberry,61.062715988496-27.741036033643-2019-08-06-lingonberry
61.18794906342608,23.09255001285816,16.4,1.1,8.9,16.4,-0.7,8.0,5.2,80.0,17.8,265.8,1022.8,43.4,40.5,212.6,10.6,6.0,0.36,2022-09-06,lingonberry,61.187949063426-23.092550012858-2022-09-06-lingonberry
61.30122973043226,24.01267216392789,25.9,12.7,19.9,25.9,12.7,19.9,10.0,55.3,14.4,310.5,1014.9,0.4,39.8,353.1,24.1,7.0,0.25,2021-07-17,bilberry,61.301229730432-24.012672163928-2021-07-17-bilberry
60.97181121791372,26.07634422315638,20.4,14.5,17.1,20.4,14.5,17.1,13.7,82.2,17.2,207.2,1008.6,63.8,25.3,171.4,9.3,4.0,0.21,2021-08-14,bilberry,60.971811217914-26.076344223156-2021-08-14-bilberry
63.563958091980005,29.013431098545688,21.2,11.4,17.1,21.2,11.4,17.1,13.3,79.8,16.9,182.1,1011.8,75.4,39.1,181.1,15.6,6.0,0.12,2020-08-22,lingonberry,63.563958091980-29.013431098546-2020-08-22-lingonberry
61.87354523693531,22.053058599542886,20.4,10.8,15.2,20.4,10.8,15.2,11.0,78.1,12.2,33.0,1021.1,13.1,36.4,None,None,None,0.72,2021-08-29,lingonberry,61.873545236935-22.053058599543-2021-08-29-lingonberry
62.82504439598755,30.14092931794754,18.9,14.5,16.8,18.9,14.5,16.8,13.5,81.2,10.9,213.0,1009.6,74.8,26.7,None,None,None,0.0,2022-07-28,bilberry,62.825044395988-30.140929317948-2022-07-28-bilberry
61.41097430391464,25.12663949026902,26.7,18.8,23.2,26.7,18.8,23.2,14.6,60.0,25.2,150.7,1018.1,23.6,22.5,None,None,None,0.77,2022-08-20,lingonberry,61.410974303915-25.126639490269-2022-08-20-lingonberry
65.45265915973629,28.72592281050396,22.9,8.7,16.3,22.9,8.7,16.3,12.7,80.5,14.5,230.8,1021.3,11.2,17.3,None,None,None,0.93,2019-08-28,lingonberry,65.452659159736-28.725922810504-2019-08-28-lingonberry
